url_entropy,domain_extension
-4.104407755459852,56.0
-4.703465189601648,1.0
-3.821226604916021,1.0
-3.9232517969803373,1.0
-4.237291339955158,30.0
-3.6978458230844127,1.0
-3.5110854081804277,1.0
-3.1462863706621045,13.0
-4.860790756038731,6.0
-4.056020968057882,43.0
-4.0060710131011685,9.0
-4.473137559015692,17.0
-4.296630730201454,17.0
-3.8620746546487377,17.0
-4.487582004007327,17.0
-4.6551823542883914,17.0
-4.426162273553422,17.0
-4.441092818215358,17.0
-4.1287347499440905,1.0
-3.9139097655573916,48.0
-3.9653011046221454,48.0
-3.782610824175343,1.0
-4.3607811657052,81.0
-4.1162646156680225,7.0
-4.915844655844277,1.0
-3.4817145729860735,1.0
-3.8035088547976783,1.0
-4.371379278161679,17.0
-4.4117384298164914,0.0
-4.180255793112394,0.0
-5.575524193542758,1.0
-4.254195650150781,7.0
-4.28022625367366,7.0
-4.306256857196538,7.0
-5.58232653250655,1.0
-5.656619370741596,1.0
-5.5526479217179086,1.0
-5.282089456051382,1.0
-5.602895666891935,1.0
-4.197159723424149,5.0
-4.869667976545062,58.0
-3.606936732175322,22.0
-5.555206486870423,1.0
-5.462528473081535,1.0
-4.193902085446844,9.0
-4.3637132757501895,9.0
-4.293594289588575,1.0
-4.561228587793906,1.0
-4.18233683402497,1.0
-4.184171884241178,17.0
-4.084147917027245,17.0
-4.47702497353965,31.0
-4.02085512047121,9.0
-4.20233009230464,1.0
-4.048688113203416,11.0
-3.333660689688186,11.0
-5.594839984291687,1.0
-4.460324136950665,17.0
-4.582289794600807,17.0
-4.433990357756303,15.0
-4.287447053863762,15.0
-4.32173124920605,1.0
-4.423487650544802,15.0
-4.275490346652223,15.0
-4.365664673284385,15.0
-5.587764541881919,1.0
-4.020926316000352,1.0
-4.431257232859706,15.0
-4.373051322261979,15.0
-4.359420499331698,15.0
-4.416833823616225,15.0
-4.451146891896382,15.0
-3.8054016427312143,11.0
-4.451146891896382,15.0
-4.302340969796453,10.0
-4.300725813297033,57.0
-4.423487650544802,15.0
-4.162722123650556,17.0
-3.7720552088742005,15.0
-3.886842188131012,15.0
-3.886842188131012,15.0
-3.9701755214643453,15.0
-4.053508854797679,15.0
-3.9340094456491053,11.0
-4.0762070760315945,57.0
-4.030639062229566,1.0
-4.208924987016683,1.0
-4.2401568604088595,1.0
-4.706717630483576,15.0
-4.33622754166864,1.0
-4.24994123814332,1.0
-4.165013816065913,1.0
-4.275771581464911,17.0
-5.609293270080148,1.0
-4.5426705045038815,1.0
-4.601618596996218,1.0
-4.641639680992894,1.0
-4.511619702557343,9.0
-3.75,13.0
-4.935764882519368,1.0
-3.3502090290998976,13.0
-3.7254805569978684,13.0
-3.263933429485634,13.0
-4.99297212296128,1.0
-3.870284076978159,1.0
-4.1206350705862755,10.0
-3.911437798386925,27.0
-3.921029621737615,13.0
-4.824533406881912,17.0
-5.019795789876312,1.0
-4.032303242743953,13.0
-3.8841550945958043,13.0
-3.873140679513133,13.0
-3.8492239123906242,1.0
-5.716544548869955,1.0
-4.075207461453827,105.0
-4.561467114109051,1.0
-3.8492239123906242,1.0
-4.286225937278034,9.0
-5.5952199307118535,1.0
-4.8723360780429354,1.0
-4.935264316014006,3.0
-3.900153016697713,9.0
-4.086048612313038,9.0
-3.960320255394292,9.0
-4.1206350705862755,9.0
-4.043801694853791,9.0
-3.8645783739023836,9.0
-4.147114052043202,9.0
-3.8089009117307153,57.0
-4.655324068394408,1.0
-3.5342190211803404,11.0
-4.090234012145144,59.0
-3.8796640049025943,1.0
-4.373796296941799,26.0
-4.0062389286533895,11.0
-4.8084781954139455,1.0
-4.819937612728762,17.0
-4.0062389286533895,11.0
-4.3000721137090645,29.0
-5.004461070911272,1.0
-4.963880076634045,1.0
-5.281402613073666,5.0
-4.358624384521866,5.0
-5.0131998276208645,93.0
-4.612452480429958,1.0
-3.6818808028034034,1.0
-3.8796640049025943,1.0
-3.535174565635903,1.0
-3.8796640049025943,1.0
-3.243300368538958,11.0
-4.106890595608519,13.0
-4.233639952626228,13.0
-4.081727678869736,13.0
-3.952819531114783,30.0
-4.326573014100208,1.0
-4.960474985203981,22.0
-3.53850987421411,11.0
-4.450880277615356,6.0
-4.1162646156680225,7.0
-4.306256857196538,7.0
-3.8082708345352603,17.0
-3.78714396069814,17.0
-4.080350731889837,23.0
-4.164702734332651,1.0
-4.085758358504457,31.0
-4.264125089796519,10.0
-5.061756689859004,195.0
-4.1291488832375896,5.0
-3.8617250747563867,115.0
-4.106949132758153,1.0
-3.493660689688186,82.0
-3.543465189601647,60.0
-4.157734939130856,1.0
-3.9764499732851237,57.0
-4.603222890736578,1.0
-4.292770193936991,26.0
-5.07491046296729,1.0
-5.624054143844498,1.0
-4.541567553239446,1.0
-4.016583155904197,1.0
-4.175188482808195,1.0
-4.3680424225727155,1.0
-5.6565310187400115,1.0
-3.631401845392172,1.0
-4.219528282299548,15.0
-4.031401845392172,1.0
-4.089552452560668,15.0
-3.9873261452560085,48.0
-4.123231428797621,1.0
-4.5385098742141095,1.0
-4.231207408480773,5.0
-5.888936600449714,1.0
-4.2561746300696415,178.0
-4.50849213946221,1.0
-4.9386692151502585,1.0
-4.633269689515108,17.0
-4.499008349652281,17.0
-3.6168746059562222,13.0
-4.754826637189637,26.0
-4.770582149334389,17.0
-4.038499898783001,5.0
-4.130676508969718,9.0
-4.235588682302806,17.0
-4.332786847524101,9.0
-4.205109900073869,9.0
-3.8740244208650214,10.0
-4.1558184643976634,17.0
-3.9166079048099864,1.0
-3.8002921362392845,1.0
-3.8299574748443264,1.0
-5.562081363662975,1.0
-4.6576537173462595,29.0
-4.5795395888598,29.0
-4.5628038803736155,29.0
-3.995237891380887,59.0
-5.595689238727135,1.0
-5.572856516927896,1.0
-4.4058222502856905,1.0
-5.645583392630705,1.0
-3.95729587384057,5.0
-4.2344795541337445,1.0
-4.412782031835939,29.0
-4.328412437912323,10.0
-5.562509363120731,1.0
-4.400697258246405,10.0
-4.412782031835939,29.0
-4.3069161525698405,10.0
-4.123009861993716,1.0
-4.106911466580697,5.0
-3.6277635530073997,10.0
-4.483467386520039,178.0
-3.8833374604210067,11.0
-4.2488840705376365,1.0
-4.050013373778756,17.0
-4.140840918902885,59.0
-4.167481250360578,5.0
-4.361076880026372,17.0
-3.987217847500949,17.0
-5.573881915922656,1.0
-4.201231789474709,17.0
-4.941327912647288,1.0
-5.513235184196444,1.0
-4.185867302411999,9.0
-5.580888721779804,1.0
-4.899614407398905,1.0
-4.900932255407106,17.0
-3.984234164652489,1.0
-4.086048612313038,1.0
-5.512592978812067,1.0
-4.387582004007327,1.0
-4.335976163341974,1.0
-3.5537631144722455,11.0
-3.605388542207534,11.0
-3.9788640881880974,1.0
-3.588354347173233,1.0
-3.81008102052173,59.0
-3.8514097655573916,11.0
-4.260828171224456,1.0
-4.037844793048883,1.0
-4.098117812148849,1.0
-4.246653522439334,1.0
-4.508852845363585,1.0
-4.3024498629973955,9.0
-4.439337978210769,1.0
-4.065079515030719,1.0
-3.972163460365542,59.0
-3.782122224145305,59.0
-4.303866908682343,59.0
-4.138656363227873,1.0
-4.249729716863357,1.0
-4.043337052632603,1.0
-4.287923977389794,1.0
-4.128724445269142,1.0
-3.977567157116929,1.0
-5.485641347491812,1.0
-4.573619459279187,1.0
-4.116729296672175,49.0
-3.4613201402110088,13.0
-3.536886723742168,13.0
-3.7489948035250964,13.0
-3.78714396069814,13.0
-3.57243125132212,11.0
-4.061956505136041,9.0
-3.884183719779189,13.0
-4.375222374437917,7.0
-3.41041725276052,46.0
-5.535680027340016,1.0
-5.495448232628048,1.0
-5.535557730156268,1.0
-5.484469509198963,1.0
-3.855388542207534,15.0
-3.855388542207534,15.0
-3.855388542207534,15.0
-3.9701755214643453,15.0
-3.855388542207534,15.0
-3.8239348962840563,15.0
-4.053508854797679,15.0
-4.273976396538275,1.0
-4.332536081346744,1.0
-4.284307939628923,1.0
-4.00428509107262,1.0
-4.483467386520039,178.0
-4.368388082419119,1.0
-5.41214961539256,30.0
-4.59918607700368,1.0
-4.276610871654405,1.0
-5.635948561913517,1.0
-4.65818812241889,1.0
-3.6537567082870015,20.0
-4.66126308502903,15.0
-5.571187809625451,1.0
-4.241729296672175,13.0
-5.546894129407477,1.0
-4.144106550888952,17.0
-4.1558184643976634,17.0
-4.121653522439334,1.0
-4.203173295049284,1.0
-4.852886462339247,1.0
-4.985849009675623,5.0
-3.884183719779189,196.0
-5.004728744749451,5.0
-4.406850696247335,5.0
-4.374484739506509,5.0
-3.8796640049025943,46.0
-4.731845225658808,10.0
-5.072199558116181,1.0
-4.055093999362035,1.0
-4.045512570583052,1.0
-3.3660913291191927,13.0
-4.415661470191764,15.0
-3.781057267910836,23.0
-4.073329701949522,7.0
-4.21126073643228,7.0
-4.147593366144261,10.0
-4.0993603054724,7.0
-4.091135423220312,1.0
-5.4414234105565145,1.0
-4.615245989797111,1.0
-4.254195650150781,6.0
-4.305540252212916,1.0
-4.8574316002603695,23.0
-4.13569955274647,1.0
-3.919563347274704,1.0
-3.6537567082870015,1.0
-3.8538632199977876,1.0
-4.828678569635288,1.0
-3.7887549139935035,46.0
-4.54274940507578,1.0
-4.39917638178429,1.0
-4.014101654930179,22.0
-3.653660689688186,22.0
-3.6235166412180155,22.0
-4.208410187268525,9.0
-4.023136955868885,42.0
-4.6004442740684155,1.0
-3.9880774349981327,197.0
-3.9900097040407405,197.0
-3.897849986899739,197.0
-5.5728256614376495,1.0
-4.661504479220851,17.0
-3.9779168746936366,11.0
-4.38869421492611,1.0
-4.040775468486825,17.0
-4.701217804390187,1.0
-4.593610635919459,1.0
-4.349930896134859,1.0
-3.9225451982698942,101.0
-4.014478043782733,27.0
-4.246539762611725,7.0
-4.23477472746692,7.0
-3.8796640049025943,46.0
-4.369412905163088,1.0
-4.162294909570876,9.0
-4.373660689688186,46.0
-3.8453509366224368,7.0
-4.2401568604088595,1.0
-4.257965206131612,1.0
-4.015319531114783,23.0
-4.006436738245532,23.0
-5.165400719733289,17.0
-4.718139062229566,23.0
-4.728972140861001,23.0
-4.707307985381072,23.0
-4.723251863655359,23.0
-3.9021748142117283,1.0
-4.305496793698875,1.0
-3.9098254583385126,8.0
-4.273728829005326,1.0
-4.210777084415068,1.0
-4.272331064905147,1.0
-4.218128820706468,1.0
-4.307058334274208,198.0
-4.1206350705862755,1.0
-4.192054808756196,1.0
-4.231401845392172,1.0
-4.233946664525226,1.0
-4.028946391954607,1.0
-4.111367136356229,1.0
-4.057476076289932,1.0
-4.107156230921614,1.0
-4.543518392411581,17.0
-4.379714446279217,17.0
-4.2287219294299225,59.0
-3.9917292966721747,13.0
-4.071271150031998,14.0
-3.715018266288633,13.0
-3.84888461662912,13.0
-3.9292292966721747,13.0
-4.399550115055501,17.0
-4.768543026258278,17.0
-3.873221296687273,17.0
-4.623593567525825,17.0
-4.037844793048883,1.0
-4.233608649698743,1.0
-3.8431390622295662,13.0
-3.7570488277869583,13.0
-4.053508854797679,13.0
-3.890319531114783,13.0
-3.8195488277869583,13.0
-3.9917292966721747,13.0
-3.81008102052173,13.0
-3.9917292966721747,13.0
-3.78714396069814,1.0
-4.020843553362252,17.0
-5.500295569199712,1.0
-3.890319531114783,13.0
-4.006436738245532,9.0
-5.008489096839458,5.0
-4.528741321315404,13.0
-4.030639062229566,13.0
-3.95729587384057,137.0
-4.516090764197572,1.0
-4.498871107126152,9.0
-4.073329701949522,7.0
-4.899312242330268,17.0
-4.395998870534842,1.0
-4.938327034488567,17.0
-3.7639657428240807,69.0
-3.824862957617356,1.0
-4.055467129755085,30.0
-5.641618826535694,1.0
-5.671029308008323,1.0
-4.1558184643976634,17.0
-3.7950885863977315,1.0
-4.506721102173369,23.0
-4.030198929422623,1.0
-4.105972054803331,1.0
-3.939572261986723,5.0
-4.578171939471839,5.0
-4.412782031835939,1.0
-4.680057443694201,23.0
-3.974647975817024,1.0
-4.941768778296423,1.0
-4.023661393171458,1.0
-3.8542858719872464,16.0
-4.551916945661213,23.0
-5.499683166299866,1.0
-4.378991986900063,1.0
-3.8527277834538585,1.0
-4.719852358564604,17.0
-4.724537746555787,17.0
-4.7894606516835685,17.0
-4.054538856580818,1.0
-3.8573068568981284,17.0
-4.171902343999476,5.0
-4.040594779691077,5.0
-4.225619876671973,1.0
-4.148394345536404,20.0
-4.623465189601648,17.0
-4.027567157116929,17.0
-5.591747576688738,1.0
-5.569475830137853,1.0
-4.138262941091536,1.0
-5.544757206862203,1.0
-3.9464393446710155,48.0
-3.9667387803757315,48.0
-3.6955011488173954,48.0
-4.942999674243948,17.0
-4.561228587793906,1.0
-3.886842188131012,7.0
-3.7720552088742005,14.0
-4.420671161824628,1.0
-4.174177320667444,1.0
-4.023465189601647,125.0
-4.006612521844373,30.0
-4.0536606896881855,10.0
-4.0536606896881855,10.0
-4.133660689688186,10.0
-3.989275070710713,10.0
-4.0536606896881855,10.0
-4.0536606896881855,10.0
-3.973660689688186,10.0
-4.027169118440618,46.0
-3.8453509366224368,46.0
-3.9362600275315276,46.0
-4.412270315214323,1.0
-4.043801694853791,1.0
-4.283381405994074,9.0
-3.9994581877843998,9.0
-3.1820058147602133,20.0
-3.9132696895151082,11.0
-4.198777004512549,17.0
-4.184183719779189,17.0
-5.215443289441287,45.0
-5.481527326929959,1.0
-4.533249311341008,1.0
-3.6390795706241748,1.0
-4.651952087734432,1.0
-4.671747102987851,9.0
-5.527525181347068,1.0
-4.146740335896194,17.0
-5.63476775610582,1.0
-4.0536606896881855,5.0
-4.084962500721156,7.0
-3.9050030276156957,1.0
-4.431558429909844,1.0
-4.173557262275185,20.0
-4.774265852558655,10.0
-4.209867121904036,11.0
-4.2034274776740475,1.0
-4.167912321814563,1.0
-4.090154244028725,1.0
-4.520262118683787,1.0
-4.508467001462483,1.0
-4.259712723129915,1.0
-3.783465189601647,3.0
-4.237285311573267,1.0
-5.5586022387518605,1.0
-5.5362242561181825,1.0
-4.055958151615123,20.0
-4.578808920190764,1.0
-5.586690915466577,1.0
-4.16070150120865,15.0
-3.6537567082870015,10.0
-3.781076011914607,30.0
-3.7720552088742005,10.0
-4.2430101595548555,1.0
-4.064260032810928,1.0
-4.161953223919209,9.0
-4.1813663288914595,57.0
-4.629737420890341,1.0
-4.443053603040051,5.0
-3.984234164652489,29.0
-4.152490650406135,5.0
-5.727773823358386,1.0
-4.084962500721156,7.0
-3.3320953986601696,11.0
-3.558518613048906,1.0
-3.6163485660751644,1.0
-4.324848729602135,10.0
-3.994006566750176,17.0
-4.01396112788348,17.0
-4.165013816065913,1.0
-4.530167946706389,1.0
-3.998652546878167,29.0
-3.9503441981686898,1.0
-3.6537567082870015,18.0
-4.1551876989901,1.0
-4.448249990326406,1.0
-4.79735841412543,1.0
-4.7431069995274004,1.0
-5.637252377946181,1.0
-4.36174295212495,15.0
-4.872155266608768,1.0
-3.978864088188098,29.0
-4.220858134168346,5.0
-3.821226604916021,10.0
-3.559900001923083,31.0
-3.7887549139935035,1.0
-3.664707005514711,22.0
-4.010570934268483,17.0
-4.009134590379753,17.0
-3.9523029776623857,1.0
-4.302139082066753,72.0
-4.90550918283665,1.0
-4.0472990984266435,1.0
-4.278351811711312,15.0
-4.373551149096553,15.0
-4.404574504151558,1.0
-4.453049378752762,1.0
-4.416083000521746,1.0
-4.5635012800397226,1.0
-4.805691667903711,1.0
-4.264578373902383,31.0
-3.9749375012019272,1.0
-4.1162996057016965,1.0
-4.91813993503189,26.0
-4.5857991068613,1.0
-3.831401845392172,199.0
-3.6818808028034034,11.0
-3.9260362578865244,23.0
-4.030493056757483,17.0
-4.171860873964197,17.0
-4.065260267657297,17.0
-5.637181381177649,1.0
-3.824533406881912,1.0
-3.716878855141923,1.0
-3.998652546878167,17.0
-4.7436933125951875,17.0
-3.863465189601647,30.0
-4.0771984917674,1.0
-4.094760845817661,55.0
-3.7639657428240807,1.0
-4.4713544870139295,9.0
-4.453188816197032,1.0
-4.196043962477939,17.0
-3.8395317373613156,1.0
-3.9790978911348054,1.0
-3.3660913291191927,1.0
-4.341310040533734,17.0
-4.366729296672175,55.0
-3.5383105956150063,1.0
-4.443365626644182,1.0
-4.782089642372744,5.0
-3.986187965046303,17.0
-3.7720552088742005,20.0
-3.7887549139935035,1.0
-4.3680424225727155,17.0
-3.7264741182543752,20.0
-5.617166896778491,1.0
-3.780394654123194,3.0
-4.550931304471528,1.0
-4.534218113998771,1.0
-5.523762487733131,1.0
-5.408906955171372,1.0
-5.553123469861279,1.0
-5.662972682098511,1.0
-3.7464393446710154,90.0
-3.6416041678685938,46.0
-5.409476256741143,15.0
-5.3450899160255805,1.0
-5.567359946093837,1.0
-4.131054782742919,9.0
-5.419778761694647,1.0
-5.571651290062295,1.0
-4.619485373270807,1.0
-4.142245636535212,1.0
-4.760017277849654,1.0
-3.5319412055466586,56.0
-3.4541684103574037,10.0
-3.921938245870746,11.0
-5.479188578367681,1.0
-3.97351275357601,1.0
-3.438721875540867,9.0
-5.631910361170777,1.0
-4.093149802473812,1.0
-5.640550799057726,48.0
-5.6147118989382365,1.0
-3.7321588913645702,20.0
-4.627707027244969,16.0
-3.754441845713346,16.0
-3.7148697866030838,11.0
-3.3603059777020796,11.0
-3.9492049741940667,1.0
-4.002268084440845,153.0
-4.208410187268525,7.0
-4.907816047233529,17.0
-4.07914337402601,1.0
-3.631388347143585,11.0
-3.730337797403416,11.0
-4.166399304172327,9.0
-4.735671665288803,1.0
-3.892486650571202,1.0
-4.175070520364182,1.0
-4.0550252464859975,1.0
-5.643561755579876,1.0
-4.579376308455904,1.0
-4.161978179679554,7.0
-5.537405061925879,1.0
-4.09306920777189,7.0
-4.307354922057604,7.0
-4.162294909570876,7.0
-4.209867121904036,7.0
-3.943465189601647,7.0
-4.315824333525708,7.0
-4.164497779200461,7.0
-4.083856189774725,7.0
-4.378783493486175,7.0
-4.133660689688186,7.0
-4.164735178725505,1.0
-3.481714572986073,11.0
-3.6978458230844127,1.0
-4.23636898364495,7.0
-4.060262039120377,7.0
-4.088220835496801,7.0
-4.378783493486175,7.0
-4.323856189774724,7.0
-4.066108939837481,7.0
-5.289872056368717,1.0
-4.326631905512696,5.0
-3.9946803684089085,64.0
-4.159199529386524,1.0
-4.978642120366955,1.0
-4.536987480261688,1.0
-3.9701755214643453,7.0
-4.5229645549475626,59.0
-5.5799302636021615,1.0
-3.8423709931771084,6.0
-3.9681390622295662,1.0
-3.809784494021665,23.0
-3.2927701939369904,10.0
-3.6464393446710153,90.0
-5.6596348534843575,1.0
-3.5304930567574826,46.0
-5.594029272695973,1.0
-5.5283910588787,1.0
-4.524791518187558,1.0
-5.5682950243301566,1.0
-3.390805482076982,11.0
-4.534403773004677,1.0
-4.145972171840238,59.0
-4.576030303522601,1.0
-4.291585465577833,1.0
-4.94477245653991,26.0
-5.582100362166001,1.0
-4.182005814760213,1.0
-4.764845280533972,1.0
-3.996384316038506,17.0
-4.351593723348755,26.0
-4.057575159678483,17.0
-4.051462154039801,17.0
-4.1923218214274165,1.0
-4.098117812148849,23.0
-4.396853998737205,1.0
-4.686363715423577,6.0
-4.053508854797679,7.0
-4.395998870534842,26.0
-4.448824871352452,1.0
-4.448367439558378,42.0
-4.837395637178886,6.0
-3.642489673166126,1.0
-4.250414322026344,15.0
-3.9387218755408675,7.0
-3.8239348962840563,15.0
-4.053508854797679,15.0
-3.855388542207534,15.0
-3.7406015629507228,15.0
-4.0220552088742005,15.0
-4.0220552088742005,15.0
-3.7720552088742005,15.0
-3.886842188131012,15.0
-4.0865589495760055,1.0
-3.8035088547976783,15.0
-4.7294155365452495,1.0
-4.071581588126285,1.0
-4.197159723424149,5.0
-4.175273297885966,5.0
-4.386182992142937,17.0
-4.534562733095158,17.0
-4.377541027906638,1.0
-4.0322179454074165,16.0
-3.9061983328100953,1.0
-4.157214970851922,1.0
-4.1761102515172555,79.0
-3.6521305573183818,1.0
-3.7784235030301248,122.0
-4.467021885879718,23.0
-4.553269689515108,17.0
-3.8653642211959878,17.0
-4.158475270851118,59.0
-4.498871107126152,23.0
-4.106949132758153,24.0
-4.429276846618546,165.0
-4.463175151703292,165.0
-3.828545691850549,10.0
-3.8951509201400127,31.0
-4.952921675047125,17.0
-5.2617868183310605,1.0
-3.802910079649727,1.0
-4.257319115016275,17.0
-4.107071007769755,17.0
-3.334209459448049,11.0
-4.49959762221029,13.0
-5.280680963915886,1.0
-4.224177681188684,5.0
-4.224177681188684,5.0
-4.3640116295204265,9.0
-4.390387105087971,17.0
-4.219885615610767,17.0
-4.217859107657963,17.0
-3.7468422480983827,1.0
-3.742693315275325,1.0
-4.359935487883289,1.0
-4.252892375682544,1.0
-4.254177320667444,1.0
-4.025930027099076,1.0
-4.443365626644182,1.0
-4.415661470191764,1.0
-4.434183719779189,1.0
-4.330990186162397,1.0
-4.461456516849334,1.0
-4.175070520364182,93.0
-4.230432750505622,1.0
-4.300978674371633,1.0
-4.815724033725697,26.0
-4.174426151548691,5.0
-4.396648373770914,17.0
-4.445307005854538,17.0
-4.573934896284056,17.0
-4.92551312575914,17.0
-4.351613458767677,17.0
-4.449995043334097,17.0
-4.369564431856577,5.0
-4.239524579110022,1.0
-3.8676705684543333,23.0
-5.281267168563648,23.0
-4.572245182798654,17.0
-3.873140679513133,17.0
-4.170881379939834,23.0
-4.701797270197447,17.0
-4.744760233154765,17.0
-4.7905429862086555,17.0
-4.37437647742913,17.0
-3.873140679513133,17.0
-4.714452952560768,17.0
-4.723490463228841,17.0
-3.884183719779189,1.0
-3.5843031793467124,66.0
-3.9053077763737467,48.0
-4.462341360481965,1.0
-3.9579403464411533,1.0
-3.9674613104792797,1.0
-4.115834092163221,1.0
-4.134468568039292,1.0
-3.3937409315627427,20.0
-4.402529762804034,56.0
-4.182005814760213,1.0
-3.9262723741395074,5.0
-4.14860021052734,1.0
-4.1761085007312415,200.0
-4.057476076289932,1.0
-3.893942707918269,10.0
-4.208410187268525,26.0
-4.195561128679186,84.0
-4.539593233916254,1.0
-3.880179922675738,1.0
-4.240962710641207,1.0
-3.7720552088742005,1.0
-5.633917558360808,1.0
-4.653089120058805,201.0
-4.368096499594193,29.0
-4.422225752270423,1.0
-4.293942707918268,5.0
-4.021268494903765,1.0
-4.187326145256009,5.0
-4.36081274355584,6.0
-4.251053373197414,59.0
-4.593557554005662,1.0
-4.386015934528989,31.0
-4.319100831997891,23.0
-4.578808920190764,1.0
-4.482797215244886,1.0
-4.0836169753972325,1.0
-4.969805077477683,1.0
-3.7726095206097567,31.0
-4.324862957617356,1.0
-4.947378536398805,1.0
-3.7887549139935035,1.0
-3.788341339656749,1.0
-4.318172498111026,1.0
-3.938017281800475,202.0
-3.327819531114783,13.0
-4.314972767530034,1.0
-4.651067479427662,5.0
-3.890148753012802,56.0
-3.6732696895151085,20.0
-4.053508854797679,7.0
-3.9701755214643453,7.0
-4.053508854797679,7.0
-3.9701755214643453,7.0
-4.175123135113461,1.0
-4.094073765977813,17.0
-4.053508854797679,7.0
-4.248544639225422,1.0
-5.674161201760569,1.0
-5.566435435991342,1.0
-3.940759832540089,9.0
-3.9348247316092158,1.0
-4.159347168582925,1.0
-5.509160649783889,1.0
-4.101881223476019,5.0
-4.737745165456522,17.0
-5.83888661308632,6.0
-3.7834651896016473,17.0
-3.873140679513133,17.0
-5.79448457812389,96.0
-4.086048612313038,96.0
-4.81284279635768,165.0
-4.042433003725894,1.0
-3.85845859334435,17.0
-4.079678649882975,9.0
-4.121219243831912,1.0
-4.414798567708406,17.0
-4.286038275417348,17.0
-3.6994705707972524,35.0
-4.425687600527915,17.0
-4.279571176488018,17.0
-4.549205488733373,17.0
-4.593139062229566,23.0
-4.371379278161679,17.0
-4.08267318468309,17.0
-3.9331695057515157,17.0
-3.9302703722934536,17.0
-4.771123370727533,17.0
-5.5010883440874565,1.0
-4.542000661265564,5.0
-4.429047012067739,5.0
-4.294653473544342,1.0
-5.5636103439391045,1.0
-4.11471801682134,17.0
-4.640480430538346,17.0
-3.936180434129755,11.0
-3.484522780173282,48.0
-5.635984895583332,1.0
-4.0753167785855,1.0
-5.548423109683606,1.0
-4.180255793112394,1.0
-4.416094869379459,15.0
-3.91329080817766,1.0
-4.61055773054599,1.0
-5.544504310698324,1.0
-4.4669417138316,1.0
-3.97351275357601,23.0
-3.951194363083223,23.0
-4.106198332810095,17.0
-5.615760775681339,1.0
-4.739933252470128,1.0
-4.090234012145144,59.0
-4.860577243331642,1.0
-4.876369940600708,1.0
-3.9333751431391573,20.0
-4.505791224511504,29.0
-4.101881223476019,9.0
-4.193429088311724,180.0
-4.2142576393333355,1.0
-4.0536606896881855,26.0
-4.195816471537619,49.0
-4.579803663897714,5.0
-3.8431390622295662,1.0
-3.864698326166961,1.0
-4.118665290007957,5.0
-4.416083000521745,1.0
-3.6818808028034034,1.0
-4.487554801757905,15.0
-4.441043173850929,15.0
-4.4813998597465,15.0
-4.676390632579626,15.0
-4.35586608569048,15.0
-3.8785848023501854,1.0
-4.174674231978643,1.0
-4.4615302524052245,15.0
-4.44475497457937,15.0
-4.356498487629712,15.0
-4.1433441331531355,15.0
-4.472424141197959,15.0
-4.513645929358371,26.0
-4.533643863468258,15.0
-4.533643863468258,15.0
-4.489199419023814,15.0
-4.11471801682134,180.0
-4.001629167387823,7.0
-4.355539077670187,17.0
-4.001629167387823,7.0
-3.577819531114783,13.0
-4.85453924703755,165.0
-4.0799503875701,17.0
-4.274874638322402,17.0
-3.7219280948873625,1.0
-3.9701755214643453,7.0
-3.9701755214643453,7.0
-3.745406425938248,1.0
-3.970840013101985,1.0
-5.521671588899085,1.0
-5.5999110533765695,1.0
-4.171860873964197,1.0
-5.43720159590708,1.0
-4.155565013329719,1.0
-5.704480504335646,1.0
-4.1841404594088605,1.0
-5.5869290415006665,1.0
-5.611906901838856,1.0
-5.582091859124312,1.0
-3.9697719527697566,9.0
-3.57243125132212,1.0
-5.6318345413516635,1.0
-4.110577243331642,23.0
-4.909275070710713,73.0
-4.227433899179606,73.0
-4.165013816065913,1.0
-3.8980685120588388,1.0
-3.7113148583552364,1.0
-4.062305474194335,31.0
-3.8789280318460246,31.0
-4.089889359470837,1.0
-4.218128820706468,59.0
-4.516046600495898,9.0
-4.320256448219739,9.0
-4.026619294188054,9.0
-4.110577243331642,9.0
-4.271598379853424,1.0
-4.519999987133628,59.0
-3.998652546878167,1.0
-3.9857808213564603,1.0
-4.338941789535506,1.0
-3.918867931899244,31.0
-4.220167681284828,9.0
-4.108819336880353,57.0
-4.188339901158579,10.0
-4.626056730663541,17.0
-4.031401845392172,11.0
-4.031401845392172,11.0
-3.964735178725505,11.0
-3.9110804962442782,11.0
-4.107156230921614,17.0
-4.503508134005066,17.0
-4.364362337208219,17.0
-5.592301284807418,1.0
-4.215311532225102,23.0
-4.514710366401595,17.0
-4.434698305330405,17.0
-3.8132065289617665,17.0
-4.522711955680758,17.0
-4.018081793978686,17.0
-4.018081793978686,17.0
-4.401949538719735,17.0
-3.273349455962949,11.0
-3.502172344295234,203.0
-4.0883056627325285,17.0
-5.525096112872852,1.0
-4.140585393884789,17.0
-4.669950252384982,17.0
-4.687582004007327,17.0
-4.433969274153258,1.0
-5.583318969947817,1.0
-3.893660689688186,20.0
-4.227567157116929,1.0
-3.7570488277869583,13.0
-4.057476076289932,13.0
-4.381620107948735,1.0
-3.7144093452479408,10.0
-4.014438730983427,13.0
-3.9398290174664026,13.0
-4.73945668950216,1.0
-4.02085512047121,13.0
-3.8810054880546376,13.0
-4.369031882350259,17.0
-3.9302703722934536,49.0
-3.873140679513133,56.0
-3.9302703722934536,1.0
-4.168465671110589,1.0
-4.282268229617389,1.0
-4.507409571322962,1.0
-4.5948305855885865,1.0
-4.057130545132876,30.0
-4.040400719733289,1.0
